sample_accession,specimen_types,tissue_type
HRS420926,Bone Marrow,Tumor
HRS420927,Bone Marrow,Tumor
HRS420928,Bone Marrow,Tumor
HRS420929,Bone Marrow,Tumor
HRS420930,Bone Marrow,Tumor
HRS420931,Bone Marrow,Tumor
HRS420932,Bone Marrow,Tumor
HRS420933,Bone Marrow,Tumor
HRS420934,Bone Marrow,Tumor
HRS420935,Bone Marrow,Tumor
HRS420936,Bone Marrow,Tumor
HRS420937,Bone Marrow,Tumor
HRS420938,Bone Marrow,Tumor
HRS420939,Bone Marrow,Tumor
HRS420940,Bone Marrow,Tumor
HRS420941,Bone Marrow,Tumor
HRS420942,Bone Marrow,Tumor
HRS420943,Bone Marrow,Tumor
HRS420944,Bone Marrow,Tumor
HRS420945,Bone Marrow,Tumor
HRS420946,Bone Marrow,Tumor
HRS420947,Bone Marrow,Tumor
HRS420948,Bone Marrow,Tumor
HRS420949,Bone Marrow,Tumor
HRS420950,Bone Marrow,Tumor
HRS420951,Bone Marrow,Tumor
HRS420952,Bone Marrow,Tumor
HRS420953,Bone Marrow,Tumor
HRS420954,Bone Marrow,Tumor
HRS420955,Bone Marrow,Tumor
HRS420956,Bone Marrow,Tumor
HRS420957,Bone Marrow,Tumor
HRS420958,Bone Marrow,Tumor
HRS420959,Bone Marrow,Tumor
HRS420960,Bone Marrow,Tumor
HRS420961,Bone Marrow,Tumor
HRS420962,Bone Marrow,Tumor
HRS420963,Bone Marrow,Tumor
HRS420964,Bone Marrow,Tumor
HRS420965,Bone Marrow,Tumor
HRS420966,Bone Marrow,Tumor
HRS420967,Bone Marrow,Tumor
HRS420968,Bone Marrow,Tumor
HRS420969,Bone Marrow,Tumor
HRS420970,Bone Marrow,Tumor
HRS420971,Bone Marrow,Tumor
HRS420972,Bone Marrow,Tumor
HRS420973,Bone Marrow,Tumor
HRS420974,Bone Marrow,Tumor
HRS420975,Bone Marrow,Tumor
HRS420976,Bone Marrow,Tumor
HRS420977,Bone Marrow,Tumor
HRS420978,Bone Marrow,Tumor
HRS420979,Bone Marrow,Tumor
HRS420980,Bone Marrow,Tumor
HRS420981,Bone Marrow,Tumor
HRS420982,Bone Marrow,Tumor
HRS420983,Bone Marrow,Tumor
HRS420984,Bone Marrow,Tumor
HRS420985,Bone Marrow,Tumor
HRS420986,Bone Marrow,Tumor
HRS420987,Bone Marrow,Tumor
HRS420988,Bone Marrow,Tumor
HRS420989,Bone Marrow,Tumor
HRS420990,Bone Marrow,Tumor
HRS420991,Bone Marrow,Tumor
HRS420992,Bone Marrow,Tumor
HRS420993,Bone Marrow,Tumor
HRS420994,Bone Marrow,Tumor
HRS420995,Bone Marrow,Tumor
HRS420996,Bone Marrow,Tumor
HRS420997,Bone Marrow,Tumor
HRS420998,Bone Marrow,Tumor
HRS420999,Bone Marrow,Tumor
HRS421000,Bone Marrow,Tumor
HRS421001,Bone Marrow,Tumor
HRS421002,Bone Marrow,Tumor
HRS421003,Bone Marrow,Tumor
HRS421004,Bone Marrow,Tumor
HRS421005,Bone Marrow,Tumor
HRS421006,Bone Marrow,Tumor
HRS421007,Bone Marrow,Tumor
HRS421008,Bone Marrow,Tumor
HRS421009,Bone Marrow,Tumor
HRS421010,Bone Marrow,Tumor
HRS421011,Bone Marrow,Tumor
HRS421012,Bone Marrow,Tumor
HRS421013,Bone Marrow,Tumor
HRS421014,Bone Marrow,Tumor
HRS421015,Bone Marrow,Tumor
HRS421016,Bone Marrow,Tumor
HRS421017,Bone Marrow,Tumor
HRS421018,Bone Marrow,Tumor
HRS421019,Bone Marrow,Tumor
HRS421020,Bone Marrow,Tumor
HRS421021,Bone Marrow,Tumor
HRS421022,Bone Marrow,Tumor
HRS421023,Bone Marrow,Tumor
HRS421024,Bone Marrow,Tumor
HRS421025,Bone Marrow,Tumor
HRS421026,Bone Marrow,Tumor
HRS421027,Bone Marrow,Tumor
HRS421028,Bone Marrow,Tumor
HRS421029,Bone Marrow,Tumor
HRS421030,Bone Marrow,Tumor
HRS421031,Bone Marrow,Tumor
HRS421032,Bone Marrow,Tumor
HRS421033,Bone Marrow,Tumor
HRS421034,Bone Marrow,Tumor
HRS421035,Bone Marrow,Tumor
HRS421036,Bone Marrow,Tumor
HRS421037,Bone Marrow,Tumor
HRS421038,Bone Marrow,Tumor
HRS421039,Bone Marrow,Tumor
HRS421040,Bone Marrow,Tumor
HRS421041,Bone Marrow,Tumor
HRS421042,Bone Marrow,Tumor
HRS421043,Bone Marrow,Tumor
HRS421044,Bone Marrow,Tumor
HRS421045,Bone Marrow,Tumor
HRS421046,Bone Marrow,Tumor
HRS421047,Bone Marrow,Tumor
HRS421048,Bone Marrow,Tumor
HRS421049,Bone Marrow,Tumor
HRS421050,Bone Marrow,Tumor
HRS421051,Bone Marrow,Tumor
HRS421052,Bone Marrow,Tumor
HRS421053,Bone Marrow,Tumor
HRS421054,Bone Marrow,Tumor
HRS421055,Bone Marrow,Tumor
HRS421056,Bone Marrow,Tumor
HRS421057,Bone Marrow,Tumor
HRS421058,Bone Marrow,Tumor
HRS421059,Bone Marrow,Tumor
HRS421060,Bone Marrow,Tumor
HRS421061,Bone Marrow,Tumor
HRS421062,Bone Marrow,Tumor
HRS421063,Bone Marrow,Tumor
HRS421064,Bone Marrow,Tumor
HRS421065,Bone Marrow,Tumor
HRS421066,Bone Marrow,Tumor
HRS421067,Bone Marrow,Tumor
HRS421068,Bone Marrow,Tumor
HRS421069,Bone Marrow,Tumor
HRS421070,Bone Marrow,Tumor
HRS421071,Bone Marrow,Tumor
HRS421072,Bone Marrow,Tumor
HRS421073,Bone Marrow,Tumor
HRS421074,Bone Marrow,Tumor
HRS421075,Bone Marrow,Tumor
HRS421076,Bone Marrow,Tumor
HRS421077,Bone Marrow,Tumor
HRS421078,Bone Marrow,Tumor
HRS421079,Bone Marrow,Tumor
HRS421080,Bone Marrow,Tumor
HRS421081,Bone Marrow,Tumor
HRS421082,Bone Marrow,Tumor
HRS421083,Bone Marrow,Tumor
HRS421084,Bone Marrow,Tumor
HRS421085,Bone Marrow,Tumor
HRS421086,Bone Marrow,Tumor
HRS421087,Bone Marrow,Tumor
HRS421088,Bone Marrow,Tumor
HRS421089,Bone Marrow,Tumor
HRS421090,Bone Marrow,Tumor
HRS421091,Bone Marrow,Tumor
HRS421092,Bone Marrow,Tumor
HRS421093,Bone Marrow,Tumor
HRS421094,Bone Marrow,Tumor
HRS421095,Bone Marrow,Tumor
HRS421096,Bone Marrow,Tumor
HRS421097,Bone Marrow,Tumor
HRS421098,Bone Marrow,Tumor
HRS421099,Bone Marrow,Tumor
HRS421100,Bone Marrow,Tumor
HRS421101,Bone Marrow,Tumor
HRS421102,Bone Marrow,Tumor
HRS421103,Bone Marrow,Tumor
HRS421104,Bone Marrow,Tumor
HRS421105,Bone Marrow,Tumor
HRS421106,Bone Marrow,Tumor
HRS421107,Bone Marrow,Tumor
HRS421108,Bone Marrow,Tumor
HRS421109,Bone Marrow,Tumor
HRS421110,Bone Marrow,Tumor
HRS421111,Bone Marrow,Tumor
HRS421112,Bone Marrow,Tumor
HRS421113,Bone Marrow,Tumor
HRS421114,Bone Marrow,Tumor
HRS421115,Bone Marrow,Tumor
HRS421116,Bone Marrow,Tumor
HRS421117,Bone Marrow,Tumor
HRS421118,Bone Marrow,Tumor
HRS421119,Bone Marrow,Tumor
HRS421120,Bone Marrow,Tumor
HRS421121,Bone Marrow,Tumor
HRS421122,Bone Marrow,Tumor
HRS421123,Bone Marrow,Tumor
HRS421124,Bone Marrow,Tumor
HRS421125,Bone Marrow,Tumor
HRS421126,Bone Marrow,Tumor
HRS421127,Bone Marrow,Tumor
HRS421128,Bone Marrow,Tumor
HRS421129,Bone Marrow,Tumor
HRS421130,Bone Marrow,Tumor
HRS421131,Bone Marrow,Tumor
HRS421132,Bone Marrow,Tumor
HRS421133,Bone Marrow,Tumor
HRS421134,Bone Marrow,Tumor
HRS421135,Bone Marrow,Tumor
HRS421136,Bone Marrow,Tumor
HRS421137,Bone Marrow,Tumor
HRS421138,Bone Marrow,Tumor
HRS421139,Bone Marrow,Tumor
HRS421140,Bone Marrow,Tumor
HRS421141,Bone Marrow,Tumor
HRS421142,Bone Marrow,Tumor
HRS421143,Bone Marrow,Tumor
HRS421144,Bone Marrow,Tumor
HRS421145,Bone Marrow,Tumor
HRS421146,Bone Marrow,Tumor
HRS421147,Bone Marrow,Tumor
HRS421148,Bone Marrow,Tumor
HRS421149,Bone Marrow,Tumor
HRS421150,Bone Marrow,Tumor
HRS421151,Bone Marrow,Tumor
HRS421152,Bone Marrow,Tumor
HRS421153,Bone Marrow,Tumor
HRS421154,Bone Marrow,Tumor
HRS421155,Bone Marrow,Tumor
HRS421156,Bone Marrow,Tumor
HRS421157,Bone Marrow,Tumor
HRS421158,Bone Marrow,Tumor
HRS421159,Bone Marrow,Tumor
HRS421160,Bone Marrow,Tumor
HRS421161,Bone Marrow,Tumor
HRS421162,Bone Marrow,Tumor
HRS421163,Bone Marrow,Tumor
HRS421164,Bone Marrow,Tumor
HRS421165,Bone Marrow,Tumor
HRS421166,Bone Marrow,Tumor
HRS421167,Bone Marrow,Tumor
HRS421168,Bone Marrow,Tumor
HRS421169,Bone Marrow,Tumor
HRS421170,Bone Marrow,Tumor
HRS421171,Bone Marrow,Tumor
HRS421172,Bone Marrow,Tumor
HRS421173,Bone Marrow,Tumor
HRS421174,Bone Marrow,Tumor
HRS421175,Bone Marrow,Tumor
HRS421176,Bone Marrow,Tumor
HRS421177,Bone Marrow,Tumor
HRS421178,Bone Marrow,Tumor
HRS421179,Bone Marrow,Tumor
HRS421180,Bone Marrow,Tumor
HRS449726,Peritumoral,Normal
HRS449727,Patient Solid Tissue,Tumor
HRS449728,Peritumoral,Normal
HRS449729,Patient Solid Tissue,Tumor
HRS449730,Peritumoral,Normal
HRS449731,Patient Solid Tissue,Tumor
HRS449732,Peritumoral,Normal
HRS449733,Patient Solid Tissue,Tumor
HRS449734,Peritumoral,Normal
HRS449735,Patient Solid Tissue,Tumor
HRS449736,Peritumoral,Normal
HRS449737,Patient Solid Tissue,Tumor
HRS449738,Peritumoral,Normal
HRS449739,Patient Solid Tissue,Tumor
HRS449740,Peritumoral,Normal
HRS449741,Patient Solid Tissue,Tumor
HRS449742,Peritumoral,Normal
HRS449743,Patient Solid Tissue,Tumor
HRS449744,Peritumoral,Normal
HRS449745,Patient Solid Tissue,Tumor
HRS449746,Peritumoral,Normal
HRS449747,Patient Solid Tissue,Tumor
HRS449748,Peritumoral,Normal
HRS449749,Patient Solid Tissue,Tumor
HRS449750,Peritumoral,Normal
HRS449751,Patient Solid Tissue,Tumor
HRS449752,Peritumoral,Normal
HRS449753,Patient Solid Tissue,Tumor
HRS449754,Peritumoral,Normal
HRS449755,Patient Solid Tissue,Tumor
HRS449756,Peritumoral,Normal
HRS449757,Patient Solid Tissue,Tumor
HRS449758,Peritumoral,Normal
HRS449759,Patient Solid Tissue,Tumor
HRS449760,Peritumoral,Normal
HRS449761,Patient Solid Tissue,Tumor
HRS449762,Peritumoral,Normal
HRS449763,Patient Solid Tissue,Tumor
HRS449764,Peritumoral,Normal
HRS449765,Patient Solid Tissue,Tumor
HRS449766,Peritumoral,Normal
HRS449767,Patient Solid Tissue,Tumor
HRS449768,Peritumoral,Normal
HRS449769,Patient Solid Tissue,Tumor
HRS449770,Peritumoral,Normal
HRS449771,Patient Solid Tissue,Tumor
HRS449772,Peritumoral,Normal
HRS449773,Patient Solid Tissue,Tumor
HRS449774,Peritumoral,Normal
HRS449775,Patient Solid Tissue,Tumor
HRS449776,Peritumoral,Normal
HRS449777,Patient Solid Tissue,Tumor
HRS449778,Peritumoral,Normal
HRS449779,Patient Solid Tissue,Tumor
HRS449780,Peritumoral,Normal
HRS449781,Patient Solid Tissue,Tumor
HRS449782,Peritumoral,Normal
HRS449783,Patient Solid Tissue,Tumor
HRS449784,Peritumoral,Normal
HRS449785,Patient Solid Tissue,Tumor
HRS449786,Peritumoral,Normal
HRS449787,Patient Solid Tissue,Tumor
HRS449788,Peritumoral,Normal
HRS449789,Patient Solid Tissue,Tumor
HRS449790,Peritumoral,Normal
HRS449791,Patient Solid Tissue,Tumor
HRS449792,Peritumoral,Normal
HRS449793,Patient Solid Tissue,Tumor
HRS449794,Peritumoral,Normal
HRS449795,Patient Solid Tissue,Tumor
HRS449796,Peritumoral,Normal
HRS449797,Patient Solid Tissue,Tumor
HRS449798,Peritumoral,Normal
HRS449799,Patient Solid Tissue,Tumor
HRS449800,Peritumoral,Normal
HRS449801,Patient Solid Tissue,Tumor
HRS449802,Peritumoral,Normal
HRS449803,Patient Solid Tissue,Tumor
HRS449804,Peritumoral,Normal
HRS449805,Patient Solid Tissue,Tumor
HRS449806,Peritumoral,Normal
HRS449807,Patient Solid Tissue,Tumor
HRS449808,Peritumoral,Normal
HRS449809,Patient Solid Tissue,Tumor
HRS449810,Peritumoral,Normal
HRS449811,Patient Solid Tissue,Tumor
HRS449812,Peritumoral,Normal
HRS449813,Patient Solid Tissue,Tumor
HRS449814,Peritumoral,Normal
HRS449815,Patient Solid Tissue,Tumor
HRS449816,Peritumoral,Normal
HRS449817,Patient Solid Tissue,Tumor
HRS449818,Peritumoral,Normal
HRS449819,Patient Solid Tissue,Tumor
HRS449820,Peritumoral,Normal
HRS449821,Patient Solid Tissue,Tumor
HRS449822,Peritumoral,Normal
HRS449823,Patient Solid Tissue,Tumor
HRS449824,Peritumoral,Normal
HRS449825,Patient Solid Tissue,Tumor
HRS449826,Peritumoral,Normal
HRS449827,Patient Solid Tissue,Tumor
HRS449828,Peritumoral,Normal
HRS449829,Patient Solid Tissue,Tumor
HRS449830,Peritumoral,Normal
HRS449831,Patient Solid Tissue,Tumor
HRS449832,Peritumoral,Normal
HRS449833,Patient Solid Tissue,Tumor
HRS449834,Peritumoral,Normal
HRS449835,Patient Solid Tissue,Tumor
HRS449836,Peritumoral,Normal
HRS449837,Patient Solid Tissue,Tumor
HRS449838,Peritumoral,Normal
HRS449839,Patient Solid Tissue,Tumor
HRS449840,Peritumoral,Normal
HRS449841,Patient Solid Tissue,Tumor
HRS449842,Peritumoral,Normal
HRS449843,Patient Solid Tissue,Tumor
HRS449844,Peritumoral,Normal
HRS449845,Patient Solid Tissue,Tumor
HRS449846,Peritumoral,Normal
HRS449847,Patient Solid Tissue,Tumor
HRS449848,Peritumoral,Normal
HRS449849,Patient Solid Tissue,Tumor
HRS449850,Peritumoral,Normal
HRS449851,Patient Solid Tissue,Tumor
HRS449852,Peritumoral,Normal
HRS449853,Patient Solid Tissue,Tumor
HRS449854,Peritumoral,Normal
HRS449855,Patient Solid Tissue,Tumor
HRS449856,Peritumoral,Normal
HRS449857,Patient Solid Tissue,Tumor
HRS449858,Peritumoral,Normal
HRS449859,Patient Solid Tissue,Tumor
HRS449860,Peritumoral,Normal
HRS449861,Patient Solid Tissue,Tumor
HRS449862,Peritumoral,Normal
HRS449863,Patient Solid Tissue,Tumor
HRS449864,Peritumoral,Normal
HRS449865,Patient Solid Tissue,Tumor
HRS449866,Peritumoral,Normal
HRS449867,Patient Solid Tissue,Tumor
HRS449868,Peritumoral,Normal
HRS449869,Patient Solid Tissue,Tumor
HRS449870,Peritumoral,Normal
HRS449871,Patient Solid Tissue,Tumor
HRS449872,Peritumoral,Normal
HRS449873,Patient Solid Tissue,Tumor
HRS449874,Peritumoral,Normal
HRS449875,Patient Solid Tissue,Tumor
HRS449876,Peritumoral,Normal
HRS449877,Patient Solid Tissue,Tumor
HRS449878,Peritumoral,Normal
HRS449879,Patient Solid Tissue,Tumor
HRS449880,Peritumoral,Normal
HRS449881,Patient Solid Tissue,Tumor
HRS449882,Peritumoral,Normal
HRS449883,Patient Solid Tissue,Tumor
HRS449884,Peritumoral,Normal
HRS449885,Patient Solid Tissue,Tumor
HRS449886,Peritumoral,Normal
HRS449887,Patient Solid Tissue,Tumor
HRS449888,Peritumoral,Normal
HRS449889,Patient Solid Tissue,Tumor
HRS449890,Peritumoral,Normal
HRS449891,Patient Solid Tissue,Tumor
HRS449892,Peritumoral,Normal
HRS449893,Patient Solid Tissue,Tumor
HRS449894,Peritumoral,Normal
HRS449895,Patient Solid Tissue,Tumor
HRS449896,Peritumoral,Normal
HRS449897,Patient Solid Tissue,Tumor
HRS449898,Peritumoral,Normal
HRS449899,Patient Solid Tissue,Tumor
HRS449900,Peritumoral,Normal
HRS449901,Patient Solid Tissue,Tumor
HRS449902,Peritumoral,Normal
HRS449903,Patient Solid Tissue,Tumor
HRS449904,Peritumoral,Normal
HRS449905,Patient Solid Tissue,Tumor
HRS449906,Peritumoral,Normal
HRS449907,Patient Solid Tissue,Tumor
HRS449908,Peritumoral,Normal
HRS449909,Patient Solid Tissue,Tumor
HRS449910,Peritumoral,Normal
HRS449911,Patient Solid Tissue,Tumor
HRS449912,Peritumoral,Normal
HRS449913,Patient Solid Tissue,Tumor
HRS449914,Peritumoral,Normal
HRS449915,Patient Solid Tissue,Tumor
HRS449916,Peritumoral,Normal
HRS449917,Patient Solid Tissue,Tumor
HRS449918,Peritumoral,Normal
HRS449919,Patient Solid Tissue,Tumor
HRS449920,Peritumoral,Normal
HRS449921,Patient Solid Tissue,Tumor
HRS449922,Peritumoral,Normal
HRS449923,Patient Solid Tissue,Tumor
HRS449924,Peritumoral,Normal
HRS449925,Patient Solid Tissue,Tumor
HRS449926,Peritumoral,Normal
HRS449927,Patient Solid Tissue,Tumor
HRS449928,Peritumoral,Normal
HRS449929,Patient Solid Tissue,Tumor
HRS449930,Peritumoral,Normal
HRS449931,Patient Solid Tissue,Tumor
HRS449932,Peritumoral,Normal
HRS449933,Patient Solid Tissue,Tumor
HRS449934,Peritumoral,Normal
HRS449935,Patient Solid Tissue,Tumor
HRS449936,Peritumoral,Normal
HRS449937,Patient Solid Tissue,Tumor
HRS449938,Peritumoral,Normal
HRS449939,Patient Solid Tissue,Tumor
HRS449940,Peritumoral,Normal
HRS449941,Patient Solid Tissue,Tumor
HRS449942,Peritumoral,Normal
HRS449943,Patient Solid Tissue,Tumor
HRS449944,Peritumoral,Normal
HRS449945,Patient Solid Tissue,Tumor
HRS449946,Peritumoral,Normal
HRS449947,Patient Solid Tissue,Tumor
HRS449948,Peritumoral,Normal
HRS449949,Patient Solid Tissue,Tumor
HRS449950,Peritumoral,Normal
HRS449951,Patient Solid Tissue,Tumor
HRS449952,Peritumoral,Normal
HRS449953,Patient Solid Tissue,Tumor
HRS449954,Peritumoral,Normal
HRS449955,Patient Solid Tissue,Tumor
HRS449956,Peritumoral,Normal
HRS449957,Patient Solid Tissue,Tumor
HRS449958,Peritumoral,Normal
HRS449959,Patient Solid Tissue,Tumor
HRS449960,Peritumoral,Normal
HRS449961,Patient Solid Tissue,Tumor
HRS449962,Peritumoral,Normal
HRS449963,Patient Solid Tissue,Tumor
HRS449964,Peritumoral,Normal
HRS449965,Patient Solid Tissue,Tumor
HRS449966,Peritumoral,Normal
HRS449967,Patient Solid Tissue,Tumor
HRS449968,Peritumoral,Normal
HRS449969,Patient Solid Tissue,Tumor
HRS449970,Peritumoral,Normal
HRS449971,Patient Solid Tissue,Tumor
HRS449972,Peritumoral,Normal
HRS449973,Patient Solid Tissue,Tumor
HRS449974,Peritumoral,Normal
HRS449975,Patient Solid Tissue,Tumor
HRS449976,Peritumoral,Normal
HRS449977,Patient Solid Tissue,Tumor
HRS449978,Peritumoral,Normal
HRS449979,Patient Solid Tissue,Tumor
HRS449980,Peritumoral,Normal
HRS449981,Patient Solid Tissue,Tumor
HRS449982,Peritumoral,Normal
HRS449983,Patient Solid Tissue,Tumor
HRS449984,Peritumoral,Normal
HRS449985,Patient Solid Tissue,Tumor
HRS449986,Peritumoral,Normal
HRS449987,Patient Solid Tissue,Tumor
HRS449988,Peritumoral,Normal
HRS449989,Patient Solid Tissue,Tumor
HRS449990,Peritumoral,Normal
HRS449991,Patient Solid Tissue,Tumor
HRS449992,Peritumoral,Normal
HRS449993,Patient Solid Tissue,Tumor
HRS449994,Peritumoral,Normal
HRS449995,Patient Solid Tissue,Tumor
HRS449996,Peritumoral,Normal
HRS449997,Patient Solid Tissue,Tumor
HRS449998,Peritumoral,Normal
HRS449999,Patient Solid Tissue,Tumor
HRS450000,Peritumoral,Normal
HRS450001,Patient Solid Tissue,Tumor
HRS450002,Peritumoral,Normal
HRS450003,Patient Solid Tissue,Tumor
HRS450004,Peritumoral,Normal
HRS450005,Patient Solid Tissue,Tumor
HRS450006,Peritumoral,Normal
HRS450007,Patient Solid Tissue,Tumor
HRS450008,Peritumoral,Normal
HRS450009,Patient Solid Tissue,Tumor
HRS450010,Peritumoral,Normal
HRS450011,Patient Solid Tissue,Tumor
HRS450012,Peritumoral,Normal
HRS450013,Patient Solid Tissue,Tumor
HRS450014,Peritumoral,Normal
HRS450015,Patient Solid Tissue,Tumor
HRS450016,Peritumoral,Normal
HRS450017,Patient Solid Tissue,Tumor
HRS450018,Peritumoral,Normal
HRS450019,Patient Solid Tissue,Tumor
HRS450020,Peritumoral,Normal
HRS450021,Patient Solid Tissue,Tumor
HRS450022,Peritumoral,Normal
HRS450023,Patient Solid Tissue,Tumor
HRS450024,Peritumoral,Normal
HRS450025,Patient Solid Tissue,Tumor
HRS450026,Peritumoral,Normal
HRS450027,Patient Solid Tissue,Tumor
HRS450028,Peritumoral,Normal
HRS450029,Patient Solid Tissue,Tumor
HRS450030,Peritumoral,Normal
HRS450031,Patient Solid Tissue,Tumor
HRS450032,Peritumoral,Normal
HRS450033,Patient Solid Tissue,Tumor
HRS450034,Peritumoral,Normal
HRS450035,Patient Solid Tissue,Tumor
HRS905985,Patient Solid Tissue,Tumor
HRS905986,Patient Solid Tissue,Tumor
HRS905987,Patient Solid Tissue,Tumor
HRS905988,Patient Solid Tissue,Tumor
HRS905989,Patient Solid Tissue,Tumor
HRS905990,Patient Solid Tissue,Tumor
HRS905991,Patient Solid Tissue,Tumor
HRS905992,Patient Solid Tissue,Tumor
HRS905993,Patient Solid Tissue,Tumor
HRS905994,Patient Solid Tissue,Tumor
HRS905995,Patient Solid Tissue,Tumor
HRS905996,Patient Solid Tissue,Tumor
HRS905997,Patient Solid Tissue,Tumor
HRS905998,Patient Solid Tissue,Tumor
HRS905999,Patient Solid Tissue,Tumor
HRS906000,Patient Solid Tissue,Tumor
HRS906001,Patient Solid Tissue,Tumor
HRS906002,Patient Solid Tissue,Tumor
HRS906003,Patient Solid Tissue,Tumor
HRS906004,Patient Solid Tissue,Tumor
HRS906005,Patient Solid Tissue,Tumor
HRS906006,Patient Solid Tissue,Tumor
HRS906007,Patient Solid Tissue,Tumor
HRS906008,Patient Solid Tissue,Tumor
HRS906009,Patient Solid Tissue,Tumor
HRS906010,Patient Solid Tissue,Tumor
HRS906011,Patient Solid Tissue,Tumor
HRS906012,Patient Solid Tissue,Tumor
HRS906013,Patient Solid Tissue,Tumor
HRS906014,Patient Solid Tissue,Tumor
HRS906015,Patient Solid Tissue,Tumor
HRS906016,Patient Solid Tissue,Tumor
HRS906017,Patient Solid Tissue,Tumor
HRS906018,Patient Solid Tissue,Tumor
HRS906019,Patient Solid Tissue,Tumor
HRS906020,Patient Solid Tissue,Tumor
HRS906021,Patient Solid Tissue,Tumor
HRS906022,Patient Solid Tissue,Tumor
HRS906023,Patient Solid Tissue,Tumor
HRS906024,Patient Solid Tissue,Tumor
HRS906025,Patient Solid Tissue,Tumor
HRS906026,Patient Solid Tissue,Tumor
HRS906027,Patient Solid Tissue,Tumor
HRS906028,Patient Solid Tissue,Tumor
HRS906029,Patient Solid Tissue,Tumor
HRS906030,Patient Solid Tissue,Tumor
HRS906031,Patient Solid Tissue,Tumor
HRS906032,Patient Solid Tissue,Tumor
HRS906033,Patient Solid Tissue,Tumor
HRS906034,Patient Solid Tissue,Tumor
HRS906035,Patient Solid Tissue,Tumor
HRS906036,Patient Solid Tissue,Tumor
HRS906037,Patient Solid Tissue,Tumor
HRS906038,Patient Solid Tissue,Tumor
HRS906039,Patient Solid Tissue,Tumor
HRS906040,Patient Solid Tissue,Tumor
HRS906041,Patient Solid Tissue,Tumor
HRS906042,Patient Solid Tissue,Tumor
HRS906043,Patient Solid Tissue,Tumor
HRS906044,Patient Solid Tissue,Tumor
HRS906045,Patient Solid Tissue,Tumor
HRS906046,Patient Solid Tissue,Tumor
HRS906047,Patient Solid Tissue,Tumor
HRS906048,Patient Solid Tissue,Tumor
HRS906049,Patient Solid Tissue,Tumor
HRS906050,Patient Solid Tissue,Tumor
HRS906051,Patient Solid Tissue,Tumor
HRS906052,Patient Solid Tissue,Tumor
HRS906053,Patient Solid Tissue,Tumor
HRS906054,Patient Solid Tissue,Tumor
HRS906055,Patient Solid Tissue,Tumor
HRS906056,Patient Solid Tissue,Tumor
HRS906057,Patient Solid Tissue,Tumor
HRS906058,Patient Solid Tissue,Tumor
HRS906059,Patient Solid Tissue,Tumor
HRS906060,Patient Solid Tissue,Tumor
HRS906061,Patient Solid Tissue,Tumor
HRS906062,Patient Solid Tissue,Tumor
HRS906063,Patient Solid Tissue,Tumor
HRS906064,Patient Solid Tissue,Tumor
HRS906065,Patient Solid Tissue,Tumor
HRS906066,Patient Solid Tissue,Tumor
HRS906067,Patient Solid Tissue,Tumor
HRS906068,Patient Solid Tissue,Tumor
HRS906069,Patient Solid Tissue,Tumor
HRS906070,Patient Solid Tissue,Tumor
HRS906071,Patient Solid Tissue,Tumor
HRS906072,Patient Solid Tissue,Tumor
HRS906073,Patient Solid Tissue,Tumor
HRS906074,Patient Solid Tissue,Tumor
HRS906075,Patient Solid Tissue,Tumor
HRS906076,Patient Solid Tissue,Tumor
HRS906077,Patient Solid Tissue,Tumor
HRS906078,Patient Solid Tissue,Tumor
HRS906079,Patient Solid Tissue,Tumor
HRS906080,Patient Solid Tissue,Tumor
HRS906081,Patient Solid Tissue,Tumor
HRS906082,Patient Solid Tissue,Tumor
HRS906083,Patient Solid Tissue,Tumor
HRS906084,Patient Solid Tissue,Tumor
HRS906085,Patient Solid Tissue,Tumor
HRS906086,Patient Solid Tissue,Tumor
HRS906087,Patient Solid Tissue,Tumor
HRS906088,Patient Solid Tissue,Tumor
HRS906089,Patient Solid Tissue,Tumor
HRS906090,Patient Solid Tissue,Tumor
HRS906091,Patient Solid Tissue,Tumor
HRS906092,Patient Solid Tissue,Tumor
HRS906093,Patient Solid Tissue,Tumor
HRS906094,Patient Solid Tissue,Tumor
HRS906095,Patient Solid Tissue,Tumor
HRS906096,Patient Solid Tissue,Tumor
HRS906097,Patient Solid Tissue,Tumor
HRS906098,Patient Solid Tissue,Tumor
HRS906099,Patient Solid Tissue,Tumor
HRS906100,Patient Solid Tissue,Tumor
HRS906101,Patient Solid Tissue,Tumor
HRS906102,Patient Solid Tissue,Tumor
HRS906103,Patient Solid Tissue,Tumor
HRS906104,Patient Solid Tissue,Tumor
HRS906105,Patient Solid Tissue,Tumor
HRS906106,Patient Solid Tissue,Tumor
HRS906107,Patient Solid Tissue,Tumor
HRS906108,Patient Solid Tissue,Tumor
HRS906109,Patient Solid Tissue,Tumor
HRS906110,Patient Solid Tissue,Tumor
HRS906111,Patient Solid Tissue,Tumor
HRS906112,Patient Solid Tissue,Tumor
HRS906113,Patient Solid Tissue,Tumor
HRS906114,Patient Solid Tissue,Tumor
HRS906115,Patient Solid Tissue,Tumor
